id,ciudad,fecha,monto_venta
2147,Pereira,2025-06-03,10330902
2148,Manizales,2025-06-03,26086939
2149,Santa Marta,2025-06-03,45691047
2150,Cúcuta,2025-06-03,47534132
2151,Bogotá,2025-06-04,37371002
2152,Medellín,2025-06-04,30903444
2153,Cali,2025-06-04,34428999
2154,Barranquilla,2025-06-04,18936695
2155,Cartagena,2025-06-04,26186562
2156,Bucaramanga,2025-06-04,5168851
2157,Pereira,2025-06-04,12317192
2158,Manizales,2025-06-04,27353424
2159,Santa Marta,2025-06-04,15650491
2160,Cúcuta,2025-06-04,37097853
2161,Bogotá,2025-06-05,37550819
2162,Medellín,2025-06-05,35823075
2163,Cali,2025-06-05,6455655
2164,Barranquilla,2025-06-05,24170322
2165,Cartagena,2025-06-05,35290472
2166,Bucaramanga,2025-06-05,21702993
2167,Pereira,2025-06-05,40195562
2168,Manizales,2025-06-05,9118939
2169,Santa Marta,2025-06-05,35519251
2170,Cúcuta,2025-06-05,23602638
2171,Bogotá,2025-06-06,17261081
2172,Medellín,2025-06-06,46572356
2173,Cali,2025-06-06,36436662
2174,Barranquilla,2025-06-06,31830130
2175,Cartagena,2025-06-06,22761747
2176,Bucaramanga,2025-06-06,43980039
2177,Pereira,2025-06-06,29426933
2178,Manizales,2025-06-06,30876445
2179,Santa Marta,2025-06-06,40425343
2180,Cúcuta,2025-06-06,29238039
2181,Bogotá,2025-06-07,29044186
2182,Medellín,2025-06-07,33553889
2183,Cali,2025-06-07,22775688
2184,Barranquilla,2025-06-07,34351961
2185,Cartagena,2025-06-07,20089027
2186,Bucaramanga,2025-06-07,22242626
2187,Pereira,2025-06-07,19215115
2188,Manizales,2025-06-07,34832628
2189,Santa Marta,2025-06-07,30858570
2190,Cúcuta,2025-06-07,41654316
2191,Bogotá,2025-06-08,32366957
2192,Medellín,2025-06-08,25821014
2193,Cali,2025-06-08,33057675
2194,Barranquilla,2025-06-08,7894545
2195,Cartagena,2025-06-08,42482979
2196,Bucaramanga,2025-06-08,14602319
2197,Pereira,2025-06-08,44575330
2198,Manizales,2025-06-08,39999798
2199,Santa Marta,2025-06-08,37291149
2200,Cúcuta,2025-06-08,37065241
2201,Bogotá,2025-06-09,32615119
2202,Medellín,2025-06-09,23017827
2203,Cali,2025-06-09,45090867
2204,Barranquilla,2025-06-09,24036721
2205,Cartagena,2025-06-09,37468882
2206,Bucaramanga,2025-06-09,14945652
2207,Pereira,2025-06-09,40057253
2208,Manizales,2025-06-09,12738635
2209,Santa Marta,2025-06-09,11691782
2210,Cúcuta,2025-06-09,31272253
2211,Bogotá,2025-06-10,10773419
2212,Medellín,2025-06-10,44062984
2213,Cali,2025-06-10,16478413
2214,Barranquilla,2025-06-10,30406316
2215,Cartagena,2025-06-10,5987936
2216,Bucaramanga,2025-06-10,47305820
2217,Pereira,2025-06-10,10955858
2218,Manizales,2025-06-10,17582472
2219,Santa Marta,2025-06-10,15247593
2220,Cúcuta,2025-06-10,8250492
2221,Bogotá,2025-06-11,12286518
2222,Medellín,2025-06-11,26769078
2223,Cali,2025-06-11,21981358
2224,Barranquilla,2025-06-11,9118118
2225,Cartagena,2025-06-11,38025504
2226,Bucaramanga,2025-06-11,14101797
2227,Pereira,2025-06-11,45221187
2228,Manizales,2025-06-11,49677998
2229,Santa Marta,2025-06-11,35736127
2230,Cúcuta,2025-06-11,25879172
2231,Bogotá,2025-06-12,45481440
2232,Medellín,2025-06-12,23024139
2233,Cali,2025-06-12,33356931
2234,Barranquilla,2025-06-12,45310154
2235,Cartagena,2025-06-12,5094697
2236,Bucaramanga,2025-06-12,32228861
2237,Pereira,2025-06-12,22216942
2238,Manizales,2025-06-12,25239907
2239,Santa Marta,2025-06-12,36804458
2240,Cúcuta,2025-06-12,44414144
2241,Bogotá,2025-06-13,7691974
2242,Medellín,2025-06-13,26625074
2243,Cali,2025-06-13,9723318
2244,Barranquilla,2025-06-13,7350217
2245,Cartagena,2025-06-13,15034134
2246,Bucaramanga,2025-06-13,5265726
2247,Pereira,2025-06-13,32343565
2248,Manizales,2025-06-13,14333308
2249,Santa Marta,2025-06-13,33762924
2250,Cúcuta,2025-06-13,41010764
2251,Bogotá,2025-06-14,13689084
2252,Medellín,2025-06-14,40448945
2253,Cali,2025-06-14,46239810
2254,Barranquilla,2025-06-14,46767250
2255,Cartagena,2025-06-14,9830110
2256,Bucaramanga,2025-06-14,25986493
2257,Pereira,2025-06-14,31857425
2258,Manizales,2025-06-14,34169623
2259,Santa Marta,2025-06-14,30687063
2260,Cúcuta,2025-06-14,41599541
2261,Bogotá,2025-06-15,48886641
2262,Medellín,2025-06-15,25427630
2263,Cali,2025-06-15,12430774
2264,Barranquilla,2025-06-15,40962182
2265,Cartagena,2025-06-15,18509758
2266,Bucaramanga,2025-06-15,11045495
2267,Pereira,2025-06-15,42918145
2268,Manizales,2025-06-15,10808279
2269,Santa Marta,2025-06-15,9468055
2270,Cúcuta,2025-06-15,33245709
2271,Bogotá,2025-06-16,28910848
2272,Medellín,2025-06-16,18393387
2273,Cali,2025-06-16,5608230
2274,Barranquilla,2025-06-16,15289012
2275,Cartagena,2025-06-16,43394045
2276,Bucaramanga,2025-06-16,15316264
2277,Pereira,2025-06-16,47662742
2278,Manizales,2025-06-16,43416702
2279,Santa Marta,2025-06-16,20226039
2280,Cúcuta,2025-06-16,40808152
2281,Bogotá,2025-06-17,5300241
2282,Medellín,2025-06-17,18866796
2283,Cali,2025-06-17,6984001
2284,Barranquilla,2025-06-17,31296813
2285,Cartagena,2025-06-17,6919733
2286,Bucaramanga,2025-06-17,25981418
2287,Pereira,2025-06-17,31824048
2288,Manizales,2025-06-17,37404071
2289,Santa Marta,2025-06-17,37011279
2290,Cúcuta,2025-06-17,9398543
2291,Bogotá,2025-06-18,47126354
2292,Medellín,2025-06-18,44938171
2293,Cali,2025-06-18,48769157
2294,Barranquilla,2025-06-18,8901870
2295,Cartagena,2025-06-18,31774497
2296,Bucaramanga,2025-06-18,33480524
2297,Pereira,2025-06-18,40717513
2298,Manizales,2025-06-18,11248109
2299,Santa Marta,2025-06-18,47922714
2300,Cúcuta,2025-06-18,40166438
2301,Bogotá,2025-06-19,9828861
2302,Medellín,2025-06-19,7580546
2303,Cali,2025-06-19,20357953
2304,Barranquilla,2025-06-19,20958267
2305,Cartagena,2025-06-19,32772286
2306,Bucaramanga,2025-06-19,15948664
2307,Pereira,2025-06-19,14586575
2308,Manizales,2025-06-19,44110831
2309,Santa Marta,2025-06-19,25327733
2310,Cúcuta,2025-06-19,43695312
2311,Bogotá,2025-06-20,49380027
2312,Medellín,2025-06-20,22319792
2313,Cali,2025-06-20,37839014
2314,Barranquilla,2025-06-20,8763198
2315,Cartagena,2025-06-20,22195697
2316,Bucaramanga,2025-06-20,28820815
2317,Pereira,2025-06-20,18506685
2318,Manizales,2025-06-20,39228566
2319,Santa Marta,2025-06-20,15125003
2320,Cúcuta,2025-06-20,26297495
2321,Bogotá,2025-06-21,44155054
2322,Medellín,2025-06-21,36449518
2323,Cali,2025-06-21,37536221
2324,Barranquilla,2025-06-21,48726478
2325,Cartagena,2025-06-21,35790347
2326,Bucaramanga,2025-06-21,46593937
2327,Pereira,2025-06-21,10476948
2328,Manizales,2025-06-21,16553527
2329,Santa Marta,2025-06-21,10988685
2330,Cúcuta,2025-06-21,32261050
2331,Bogotá,2025-06-22,34248085
2332,Medellín,2025-06-22,48148700
2333,Cali,2025-06-22,23323605
2334,Barranquilla,2025-06-22,32983943
2335,Cartagena,2025-06-22,42333144
2336,Bucaramanga,2025-06-22,41735177
2337,Pereira,2025-06-22,46809815
2338,Manizales,2025-06-22,27941554
2339,Santa Marta,2025-06-22,36275675
2340,Cúcuta,2025-06-22,27267817
2341,Bogotá,2025-06-23,48237223
2342,Medellín,2025-06-23,26319907
2343,Cali,2025-06-23,19993856
2344,Barranquilla,2025-06-23,14378547
2345,Cartagena,2025-06-23,47485606
2346,Bucaramanga,2025-06-23,24117751
2347,Pereira,2025-06-23,37148121
2348,Manizales,2025-06-23,41929179
2349,Santa Marta,2025-06-23,21311612
2350,Cúcuta,2025-06-23,12566546
2351,Bogotá,2025-06-24,30587257
2352,Medellín,2025-06-24,31491262
2353,Cali,2025-06-24,46544325
2354,Barranquilla,2025-06-24,11724765
2355,Cartagena,2025-06-24,25301604
2356,Bucaramanga,2025-06-24,37025899
2357,Pereira,2025-06-24,45124764
2358,Manizales,2025-06-24,28402473
2359,Santa Marta,2025-06-24,40752841
2360,Cúcuta,2025-06-24,34868719
2361,Bogotá,2025-06-25,41687310
2362,Medellín,2025-06-25,15273965
2363,Cali,2025-06-25,39532329
2364,Barranquilla,2025-06-25,48048242
2365,Cartagena,2025-06-25,23914350
2366,Bucaramanga,2025-06-25,25048243
2367,Pereira,2025-06-25,33641772
2368,Manizales,2025-06-25,29827562
2369,Santa Marta,2025-06-25,28327209
2370,Cúcuta,2025-06-25,36733603
2371,Bogotá,2025-06-26,28208696
2372,Medellín,2025-06-26,8247569
2373,Cali,2025-06-26,25362360
2374,Barranquilla,2025-06-26,28951835
2375,Cartagena,2025-06-26,11291585
2376,Bucaramanga,2025-06-26,16292955
2377,Pereira,2025-06-26,15215057
2378,Manizales,2025-06-26,42336365
2379,Santa Marta,2025-06-26,19716962
2380,Cúcuta,2025-06-26,34877423
2381,Bogotá,2025-06-27,28249338
2382,Medellín,2025-06-27,28256677
2383,Cali,2025-06-27,33896741
2384,Barranquilla,2025-06-27,43110726
2385,Cartagena,2025-06-27,20429869
2386,Bucaramanga,2025-06-27,46534486
2387,Pereira,2025-06-27,30453382
2388,Manizales,2025-06-27,49882846
2389,Santa Marta,2025-06-27,24452621
2390,Cúcuta,2025-06-27,24983924
2391,Bogotá,2025-06-28,12573153
2392,Medellín,2025-06-28,12023353
2393,Cali,2025-06-28,25154208
2394,Barranquilla,2025-06-28,14595727
2395,Cartagena,2025-06-28,37819806
2396,Bucaramanga,2025-06-28,23675400
2397,Pereira,2025-06-28,15644510
2398,Manizales,2025-06-28,13312503
2399,Santa Marta,2025-06-28,11627774
2400,Cúcuta,2025-06-28,30448610
2401,Bogotá,2025-06-29,8422425
2402,Medellín,2025-06-29,37498781
2403,Cali,2025-06-29,41401363
2404,Barranquilla,2025-06-29,18015609
2405,Cartagena,2025-06-29,16251911
2406,Bucaramanga,2025-06-29,38794878
2407,Pereira,2025-06-29,39788811
2408,Manizales,2025-06-29,39800166
2409,Santa Marta,2025-06-29,44555450
2410,Cúcuta,2025-06-29,16254493
2411,Bogotá,2025-06-30,7320295
2412,Medellín,2025-06-30,31429569
2413,Cali,2025-06-30,8707310
2414,Barranquilla,2025-06-30,5021477
2415,Cartagena,2025-06-30,23726056
2416,Bucaramanga,2025-06-30,49834627
2417,Pereira,2025-06-30,19993434
2418,Manizales,2025-06-30,13559194
2419,Santa Marta,2025-06-30,42397550
2420,Cúcuta,2025-06-30,21672173
2421,Bogotá,2025-07-01,35068234
2422,Medellín,2025-07-01,27388548
2423,Cali,2025-07-01,45126009
2424,Barranquilla,2025-07-01,37204427
2425,Cartagena,2025-07-01,42819500
2426,Bucaramanga,2025-07-01,40175645
2427,Pereira,2025-07-01,22637882
2428,Manizales,2025-07-01,30969643
2429,Santa Marta,2025-07-01,34224050
2430,Cúcuta,2025-07-01,19996465
2431,Bogotá,2025-07-02,49433342
2432,Medellín,2025-07-02,43888212
2433,Cali,2025-07-02,25031435
2434,Barranquilla,2025-07-02,19887391
2435,Cartagena,2025-07-02,5343643
2436,Bucaramanga,2025-07-02,28984007
2437,Pereira,2025-07-02,16543005
2438,Manizales,2025-07-02,25036927
2439,Santa Marta,2025-07-02,46130391
2440,Cúcuta,2025-07-02,14101433
2441,Bogotá,2025-07-03,37745694
2442,Medellín,2025-07-03,18216779
2443,Cali,2025-07-03,30650442
2444,Barranquilla,2025-07-03,27646782
2445,Cartagena,2025-07-03,11097987
2446,Bucaramanga,2025-07-03,40803217
2447,Pereira,2025-07-03,12769181
2448,Manizales,2025-07-03,25232896
2449,Santa Marta,2025-07-03,41813591
2450,Cúcuta,2025-07-03,20722319
2451,Bogotá,2025-07-04,31665546
2452,Medellín,2025-07-04,28810049
2453,Cali,2025-07-04,47809531
2454,Barranquilla,2025-07-04,14914818
2455,Cartagena,2025-07-04,35805685
2456,Bucaramanga,2025-07-04,20146740
2457,Pereira,2025-07-04,41771874
2458,Manizales,2025-07-04,28659042
2459,Santa Marta,2025-07-04,22552090
2460,Cúcuta,2025-07-04,7434481
2461,Bogotá,2025-07-05,27175455
2462,Medellín,2025-07-05,13261880
2463,Cali,2025-07-05,38195779
2464,Barranquilla,2025-07-05,30120540
2465,Cartagena,2025-07-05,21299844
2466,Bucaramanga,2025-07-05,33818466
2467,Pereira,2025-07-05,17834414
2468,Manizales,2025-07-05,19287284
2469,Santa Marta,2025-07-05,14307785
2470,Cúcuta,2025-07-05,44816499
2471,Bogotá,2025-07-06,26682471
2472,Medellín,2025-07-06,34191824
2473,Cali,2025-07-06,18579109
2474,Barranquilla,2025-07-06,45042235
2475,Cartagena,2025-07-06,23074931
2476,Bucaramanga,2025-07-06,21180701
2477,Pereira,2025-07-06,39385752
2478,Manizales,2025-07-06,7821035
2479,Santa Marta,2025-07-06,29959749
2480,Cúcuta,2025-07-06,11320532
2481,Bogotá,2025-07-07,48543560
2482,Medellín,2025-07-07,27478739
2483,Cali,2025-07-07,26786736
2484,Barranquilla,2025-07-07,31762336
2485,Cartagena,2025-07-07,48207096
2486,Bucaramanga,2025-07-07,28549164
2487,Pereira,2025-07-07,8630644
2488,Manizales,2025-07-07,38110848
2489,Santa Marta,2025-07-07,36883916
2490,Cúcuta,2025-07-07,9352670
2491,Bogotá,2025-07-08,9784371
2492,Medellín,2025-07-08,10316589
2493,Cali,2025-07-08,36604918
2494,Barranquilla,2025-07-08,41658009
2495,Cartagena,2025-07-08,5130244
2496,Bucaramanga,2025-07-08,42105275
2497,Pereira,2025-07-08,31289221
2498,Manizales,2025-07-08,45126925
2499,Santa Marta,2025-07-08,38425217
2500,Cúcuta,2025-07-08,21707781
2501,Bogotá,2025-07-09,15853200
2502,Medellín,2025-07-09,17241098
2503,Cali,2025-07-09,31433515
2504,Barranquilla,2025-07-09,24486588
2505,Cartagena,2025-07-09,20545782
2506,Bucaramanga,2025-07-09,42388479
2507,Pereira,2025-07-09,9571868
2508,Manizales,2025-07-09,42421081
2509,Santa Marta,2025-07-09,37057239
2510,Cúcuta,2025-07-09,26809153
2511,Bogotá,2025-07-10,28108852
2512,Medellín,2025-07-10,11496866
2513,Cali,2025-07-10,6124554
2514,Barranquilla,2025-07-10,16872134
2515,Cartagena,2025-07-10,13731812
2516,Bucaramanga,2025-07-10,28870723
2517,Pereira,2025-07-10,18699320
2518,Manizales,2025-07-10,11670004
2519,Santa Marta,2025-07-10,10929669
2520,Cúcuta,2025-07-10,30734785
2521,Bogotá,2025-07-11,22781397
2522,Medellín,2025-07-11,18538916
2523,Cali,2025-07-11,15170659
2524,Barranquilla,2025-07-11,49674577
2525,Cartagena,2025-07-11,29345513
2526,Bucaramanga,2025-07-11,8227494
2527,Pereira,2025-07-11,35801250
2528,Manizales,2025-07-11,43585260
2529,Santa Marta,2025-07-11,45160367
2530,Cúcuta,2025-07-11,32359798
2531,Bogotá,2025-07-12,45577936
2532,Medellín,2025-07-12,33573776
2533,Cali,2025-07-12,12154072
2534,Barranquilla,2025-07-12,35453394
2535,Cartagena,2025-07-12,17421141
2536,Bucaramanga,2025-07-12,21965936
2537,Pereira,2025-07-12,32086083
2538,Manizales,2025-07-12,38722265
2539,Santa Marta,2025-07-12,34397273
2540,Cúcuta,2025-07-12,21721104
2541,Bogotá,2025-07-13,49339748
2542,Medellín,2025-07-13,20548206
2543,Cali,2025-07-13,48221992
2544,Barranquilla,2025-07-13,10497530
2545,Cartagena,2025-07-13,34693571
2546,Bucaramanga,2025-07-13,41266323
2547,Pereira,2025-07-13,39775674
2548,Manizales,2025-07-13,6699491
2549,Santa Marta,2025-07-13,8587600
2550,Cúcuta,2025-07-13,34758711
2551,Bogotá,2025-07-14,28004867
2552,Medellín,2025-07-14,35642498
2553,Cali,2025-07-14,42429354
2554,Barranquilla,2025-07-14,5018539
2555,Cartagena,2025-07-14,20312898
2556,Bucaramanga,2025-07-14,8471453
2557,Pereira,2025-07-14,15866446
2558,Manizales,2025-07-14,48773527
2559,Santa Marta,2025-07-14,16104791
2560,Cúcuta,2025-07-14,44426091
2561,Bogotá,2025-07-15,24085758
2562,Medellín,2025-07-15,21276352
2563,Cali,2025-07-15,18140142
2564,Barranquilla,2025-07-15,37176175
2565,Cartagena,2025-07-15,20252753
2566,Bucaramanga,2025-07-15,9017762
2567,Pereira,2025-07-15,16870450
2568,Manizales,2025-07-15,10875214
2569,Santa Marta,2025-07-15,23305641
2570,Cúcuta,2025-07-15,30848142
2571,Bogotá,2025-07-16,13029921
2572,Medellín,2025-07-16,26654241
2573,Cali,2025-07-16,24977721
2574,Barranquilla,2025-07-16,24406838
2575,Cartagena,2025-07-16,24024725
2576,Bucaramanga,2025-07-16,43445452
2577,Pereira,2025-07-16,7512624
2578,Manizales,2025-07-16,12339585
2579,Santa Marta,2025-07-16,29071734
2580,Cúcuta,2025-07-16,12283341
2581,Bogotá,2025-07-17,41454188
2582,Medellín,2025-07-17,28881547
2583,Cali,2025-07-17,42003266
2584,Barranquilla,2025-07-17,6689919
2585,Cartagena,2025-07-17,37547134
2586,Bucaramanga,2025-07-17,26400638
2587,Pereira,2025-07-17,39851966
2588,Manizales,2025-07-17,5481311
2589,Santa Marta,2025-07-17,23134989
2590,Cúcuta,2025-07-17,27232956
2591,Bogotá,2025-07-18,31400922
2592,Medellín,2025-07-18,11529525
2593,Cali,2025-07-18,35751750
2594,Barranquilla,2025-07-18,22897907
2595,Cartagena,2025-07-18,41255284
2596,Bucaramanga,2025-07-18,36795998
2597,Pereira,2025-07-18,19717023
2598,Manizales,2025-07-18,21853252
2599,Santa Marta,2025-07-18,33240039
2600,Cúcuta,2025-07-18,18554049
2601,Bogotá,2025-07-19,14473303
2602,Medellín,2025-07-19,16734670
2603,Cali,2025-07-19,6854161
2604,Barranquilla,2025-07-19,26672687
2605,Cartagena,2025-07-19,45691297
2606,Bucaramanga,2025-07-19,46699762
2607,Pereira,2025-07-19,46658180
2608,Manizales,2025-07-19,37360428
2609,Santa Marta,2025-07-19,46021204
2610,Cúcuta,2025-07-19,21439483
2611,Bogotá,2025-07-20,20162773
2612,Medellín,2025-07-20,19929046
2613,Cali,2025-07-20,24493894
2614,Barranquilla,2025-07-20,11832783
2615,Cartagena,2025-07-20,11050453
2616,Bucaramanga,2025-07-20,41661612
2617,Pereira,2025-07-20,29321051
2618,Manizales,2025-07-20,39738978
2619,Santa Marta,2025-07-20,22750032
2620,Cúcuta,2025-07-20,22347031
2621,Bogotá,2025-07-21,41027568
2622,Medellín,2025-07-21,13463723
2623,Cali,2025-07-21,34477820
2624,Barranquilla,2025-07-21,45964660
2625,Cartagena,2025-07-21,6308757
2626,Bucaramanga,2025-07-21,38234592
2627,Pereira,2025-07-21,33690173
2628,Manizales,2025-07-21,28810148
2629,Santa Marta,2025-07-21,13406416
2630,Cúcuta,2025-07-21,30726271
2631,Bogotá,2025-07-22,48142735
2632,Medellín,2025-07-22,20349556
2633,Cali,2025-07-22,36071100
2634,Barranquilla,2025-07-22,24859618
2635,Cartagena,2025-07-22,31368872
2636,Bucaramanga,2025-07-22,6152227
2637,Pereira,2025-07-22,35353575
2638,Manizales,2025-07-22,10022777
2639,Santa Marta,2025-07-22,15966615
2640,Cúcuta,2025-07-22,14046667
2641,Bogotá,2025-07-23,42450813
2642,Medellín,2025-07-23,13210643
2643,Cali,2025-07-23,25640190
2644,Barranquilla,2025-07-23,37722974
2645,Cartagena,2025-07-23,24972584
2646,Bucaramanga,2025-07-23,7879864
2647,Pereira,2025-07-23,23496606
2648,Manizales,2025-07-23,18353236
2649,Santa Marta,2025-07-23,6008982
2650,Cúcuta,2025-07-23,7661595
2651,Bogotá,2025-07-24,27539798
2652,Medellín,2025-07-24,29857967
2653,Cali,2025-07-24,36612019
2654,Barranquilla,2025-07-24,16110155
2655,Cartagena,2025-07-24,36396805
2656,Bucaramanga,2025-07-24,31016200
2657,Pereira,2025-07-24,47888703
2658,Manizales,2025-07-24,36744570
2659,Santa Marta,2025-07-24,27042420
2660,Cúcuta,2025-07-24,46441013
2661,Bogotá,2025-07-25,12558488
2662,Medellín,2025-07-25,45505556
2663,Cali,2025-07-25,21494621
2664,Barranquilla,2025-07-25,16941495
2665,Cartagena,2025-07-25,18625279
2666,Bucaramanga,2025-07-25,44055735
2667,Pereira,2025-07-25,37041072
2668,Manizales,2025-07-25,8417763
2669,Santa Marta,2025-07-25,48717622
2670,Cúcuta,2025-07-25,49552174
2671,Bogotá,2025-07-26,24370479
2672,Medellín,2025-07-26,44515889
2673,Cali,2025-07-26,29931019
2674,Barranquilla,2025-07-26,30316960
2675,Cartagena,2025-07-26,19939056
2676,Bucaramanga,2025-07-26,7514402
2677,Pereira,2025-07-26,30343896
2678,Manizales,2025-07-26,47334023
2679,Santa Marta,2025-07-26,47098348
2680,Cúcuta,2025-07-26,9260184
2681,Bogotá,2025-07-27,27584693
2682,Medellín,2025-07-27,12958019
2683,Cali,2025-07-27,43617173
2684,Barranquilla,2025-07-27,11572503
2685,Cartagena,2025-07-27,15212531
2686,Bucaramanga,2025-07-27,38995171
2687,Pereira,2025-07-27,41942334
2688,Manizales,2025-07-27,41747880
2689,Santa Marta,2025-07-27,8325408
2690,Cúcuta,2025-07-27,24511054
2691,Bogotá,2025-07-28,37240583
2692,Medellín,2025-07-28,42733902
2693,Cali,2025-07-28,47265064
2694,Barranquilla,2025-07-28,38783752
2695,Cartagena,2025-07-28,48559802
2696,Bucaramanga,2025-07-28,43469380
2697,Pereira,2025-07-28,35851843
2698,Manizales,2025-07-28,12770208
2699,Santa Marta,2025-07-28,14966865
2700,Cúcuta,2025-07-28,19748843
2701,Bogotá,2025-07-29,10871690
2702,Medellín,2025-07-29,21132406
2703,Cali,2025-07-29,47603515
2704,Barranquilla,2025-07-29,28132519
2705,Cartagena,2025-07-29,42961824
2706,Bucaramanga,2025-07-29,5626603
2707,Pereira,2025-07-29,34974220
2708,Manizales,2025-07-29,27769041
2709,Santa Marta,2025-07-29,6867098
2710,Cúcuta,2025-07-29,36096566
2711,Bogotá,2025-07-30,46587026
2712,Medellín,2025-07-30,22540767
2713,Cali,2025-07-30,17766868
2714,Barranquilla,2025-07-30,40812579
2715,Cartagena,2025-07-30,43396654
2716,Bucaramanga,2025-07-30,35614452
2717,Pereira,2025-07-30,11263290
2718,Manizales,2025-07-30,14845985
2719,Santa Marta,2025-07-30,18975817
2720,Cúcuta,2025-07-30,40125864
2721,Bogotá,2025-07-31,25456103
2722,Medellín,2025-07-31,24150148
2723,Cali,2025-07-31,40983337
2724,Barranquilla,2025-07-31,26928992
2725,Cartagena,2025-07-31,22902614
2726,Bucaramanga,2025-07-31,30867205
2727,Pereira,2025-07-31,12951720
2728,Manizales,2025-07-31,44050676
2729,Santa Marta,2025-07-31,20288415
2730,Cúcuta,2025-07-31,49635158
2731,Bogotá,2025-08-01,37135475
2732,Medellín,2025-08-01,43937094
2733,Cali,2025-08-01,17084241
2734,Barranquilla,2025-08-01,10772017
2735,Cartagena,2025-08-01,37889601
2736,Bucaramanga,2025-08-01,48343449
2737,Pereira,2025-08-01,37924180
2738,Manizales,2025-08-01,38433762
2739,Santa Marta,2025-08-01,13130114
2740,Cúcuta,2025-08-01,20274136
2741,Bogotá,2025-08-02,26750933
2742,Medellín,2025-08-02,40700148
2743,Cali,2025-08-02,17109425
2744,Barranquilla,2025-08-02,32398525
2745,Cartagena,2025-08-02,14498590
2746,Bucaramanga,2025-08-02,5567559
2747,Pereira,2025-08-02,6072493
2748,Manizales,2025-08-02,8097262
2749,Santa Marta,2025-08-02,18871945
2750,Cúcuta,2025-08-02,49928814
2751,Bogotá,2025-08-03,21603787
2752,Medellín,2025-08-03,20838963
2753,Cali,2025-08-03,46429263
2754,Barranquilla,2025-08-03,48662881
2755,Cartagena,2025-08-03,10119663
2756,Bucaramanga,2025-08-03,5546416
2757,Pereira,2025-08-03,15341839
2758,Manizales,2025-08-03,45154530
2759,Santa Marta,2025-08-03,30321313
2760,Cúcuta,2025-08-03,24228084
2761,Bogotá,2025-08-04,20391961
2762,Medellín,2025-08-04,17735270
2763,Cali,2025-08-04,9205274
2764,Barranquilla,2025-08-04,35192842
2765,Cartagena,2025-08-04,5019753
2766,Bucaramanga,2025-08-04,14842996
2767,Pereira,2025-08-04,37325543
2768,Manizales,2025-08-04,38418639
2769,Santa Marta,2025-08-04,17291098
2770,Cúcuta,2025-08-04,31351499
2771,Bogotá,2025-08-05,12847407
2772,Medellín,2025-08-05,19988276
2773,Cali,2025-08-05,47129904
2774,Barranquilla,2025-08-05,35757392
2775,Cartagena,2025-08-05,38780253
2776,Bucaramanga,2025-08-05,24485925
2777,Pereira,2025-08-05,36168560
2778,Manizales,2025-08-05,22212596
2779,Santa Marta,2025-08-05,25078136
2780,Cúcuta,2025-08-05,33984669
2781,Bogotá,2025-08-06,46605237
2782,Medellín,2025-08-06,38175197
2783,Cali,2025-08-06,35097619
2784,Barranquilla,2025-08-06,43055707
2785,Cartagena,2025-08-06,37182347
2786,Bucaramanga,2025-08-06,13754957
2787,Pereira,2025-08-06,7005188
2788,Manizales,2025-08-06,34232508
2789,Santa Marta,2025-08-06,46847326
2790,Cúcuta,2025-08-06,41346521
2791,Bogotá,2025-08-07,42050303
2792,Medellín,2025-08-07,37685088
2793,Cali,2025-08-07,15860433
2794,Barranquilla,2025-08-07,27243098
2795,Cartagena,2025-08-07,11047302
2796,Bucaramanga,2025-08-07,21144451
2797,Pereira,2025-08-07,30291878
2798,Manizales,2025-08-07,29169303
2799,Santa Marta,2025-08-07,27023045
2800,Cúcuta,2025-08-07,44792102
2801,Bogotá,2025-08-08,22576422
2802,Medellín,2025-08-08,29807367
2803,Cali,2025-08-08,49479301
2804,Barranquilla,2025-08-08,13023942
2805,Cartagena,2025-08-08,19495510
2806,Bucaramanga,2025-08-08,37888032
2807,Pereira,2025-08-08,13120545
2808,Manizales,2025-08-08,19574152
2809,Santa Marta,2025-08-08,47948779
2810,Cúcuta,2025-08-08,30810526
2811,Bogotá,2025-08-09,46672410
2812,Medellín,2025-08-09,29668341
2813,Cali,2025-08-09,44961270
2814,Barranquilla,2025-08-09,17751662
2815,Cartagena,2025-08-09,21850251
2816,Bucaramanga,2025-08-09,9470790
2817,Pereira,2025-08-09,39863159
2818,Manizales,2025-08-09,5578702
2819,Santa Marta,2025-08-09,35302031
2820,Cúcuta,2025-08-09,44668196
2821,Bogotá,2025-08-10,32550434
2822,Medellín,2025-08-10,24348234
2823,Cali,2025-08-10,22728535
2824,Barranquilla,2025-08-10,19682613
2825,Cartagena,2025-08-10,32445018
2826,Bucaramanga,2025-08-10,29860166
2827,Pereira,2025-08-10,36885094
2828,Manizales,2025-08-10,32082377
2829,Santa Marta,2025-08-10,21553866
2830,Cúcuta,2025-08-10,32946470
2831,Bogotá,2025-08-11,26813832
2832,Medellín,2025-08-11,46608182
2833,Cali,2025-08-11,37752807
2834,Barranquilla,2025-08-11,23614529
2835,Cartagena,2025-08-11,33970049
2836,Bucaramanga,2025-08-11,14285648
2837,Pereira,2025-08-11,18473773
2838,Manizales,2025-08-11,25119537
2839,Santa Marta,2025-08-11,14347925
2840,Cúcuta,2025-08-11,33665151
2841,Bogotá,2025-08-12,48688771
2842,Medellín,2025-08-12,14925249
2843,Cali,2025-08-12,41261688
2844,Barranquilla,2025-08-12,33429308
2845,Cartagena,2025-08-12,20834120
